global_iso_id,nu,sw,elower,gamma_air,n_air,gamma_self,nu-err,sw-err,gamma_air-err,n_air-err,gamma_self-err,nu-ref,sw-ref,gamma_air-ref,n_air-ref,gamma_self-ref
36,7741.01569,4.712e-30,2213.3478,0.038,0.8,0.04,4,6,6,4,6,1179,855,307,582,867
36,7741.451702,8.129e-30,2232.0828,0.0225,0.76,0.028,5,5,5,3,5,1483,1484,1485,1487,867
36,7742.330886,1.898e-29,438.701,0.0443,0.77,0.044,5,4,6,4,6,1483,1484,1485,1487,867
36,7742.843373,5.413e-30,2211.5201,0.038,0.8,0.04,4,6,6,4,6,1179,855,307,582,867
36,7743.118273,5.674e-32,2230.4163,0.0225,0.76,0.028,5,4,5,3,5,1483,1484,1485,1487,867
36,7743.118273,8.833e-30,2230.4163,0.0225,0.76,0.028,5,5,5,3,5,1483,1484,1485,1487,867
36,7744.254363,3.423e-32,793.2087,0.0425,0.75,0.042,5,4,6,4,6,1483,1484,1485,1487,867
36,7746.059947,2.344e-27,791.4032,0.0378,0.74,0.039,5,6,6,4,6,1483,1484,1485,1487,867
36,7746.059947,4.168e-29,791.4032,0.0378,0.74,0.039,5,4,6,4,6,1483,1484,1485,1487,867
36,7748.322422,7.386e-30,2097.0889,0.0404,0.81,0.041,4,6,6,4,6,1179,855,307,582,867
36,7749.831251,9.399e-30,1743.155,0.0496,0.84,0.048,4,6,6,4,6,1179,855,307,582,867
36,7750.122949,2.22e-29,2012.8914,0.0244,0.68,0.029,5,5,5,4,5,1483,1484,1485,1487,867
36,7750.168442,8.604e-30,2095.2429,0.0404,0.81,0.041,4,6,6,4,6,1179,855,307,582,867
36,7751.80659,1.558e-31,2011.2078,0.0244,0.68,0.029,5,4,5,4,5,1483,1484,1485,1487,867
36,7751.80659,2.427e-29,2011.2078,0.0244,0.68,0.029,5,5,5,4,5,1483,1484,1485,1487,867
36,7752.423216,2.049e-32,2010.5912,0.0244,0.68,0.029,5,4,5,4,5,1483,1484,1485,1487,867
36,7755.464226,1.079e-29,1992.1165,0.0427,0.83,0.043,4,6,6,4,6,1179,855,307,582,867
